event_id;chr_ref;po_number;po_linked;primary_reference;status;status_detail;activity_date;mode;mode_detail;pickup_date;origin;destination;total_charge_usd;carrier_code;bol_chr;mbol_number;material_id;invoice_date
437;554479183;;;4500017292;Delivered;Delivered;2026-05-26;LTL;LTL (Dry);2026-05-26;RJW - Joliet;Westrock IL;157.29;T4246;;;;2026-05-27
438;554073050;;;4500015242;Delivered;Delivered;2026-05-19;LTL;LTL (Dry);2026-05-19;KDC-Knowlton;Fosdick Fulfillment;1,014.13;T2295160;;;9050092902;2026-06-03
439;557023637;;;po#;In Transit;Picked Up;2026-06-12;LTL;LTL (Dry);2026-06-12;Legacy (IN);Fosdick;442.83;T2197553;;;"9050099801; 9050038401; 9200001401";
440;545142160;;;4500014324;Delivered;Delivered;2026-02-26;LTL;LTL (Dry);2026-02-26;KDC One;RJW - Joliet;892.45;T8154;;;9050091602;2026-02-27
441;549972777;;;4500015087;Delivered;Delivered;2026-04-13;Truckload;Truckload (Dry);2026-04-13;PLZ MISSISSAUGA PERSONAL CARE;Legacy IN;2,265.84;T5354391;;;;2026-04-14
442;543351225;;;4500015817;Delivered;Delivered;2026-02-09;Truckload;Truckload (Dry);2026-02-09;Menasha Packaging Company;RJW - Joliet;2,782.06;T5233651;;;"9050089903; 9050121901";2026-02-11
443;548519137;;;4500015341;Delivered;Delivered;2026-03-30;Truckload;Truckload (Dry);2026-03-30;CG LABS;Fosdick CT;1,302.54;T6309863;;;9050130101;2026-03-31
444;548951845;;;4500014570;Delivered;Delivered;2026-04-06;LTL;LTL (Dry);2026-04-06;KDC One;RJW - Joliet;250.49;T4384804;;;9050089502;2026-04-08
445;543992510;;;4500015895;Delivered;Delivered;2026-02-16;Truckload;Truckload (Dry);2026-02-16;Menasha Packaging Company;RJW - Joliet;2,460.01;T4429951;;;9050125612;2026-02-18
446;549888412;;;PO2604AA;Delivered;Delivered;2026-04-13;LTL;LTL (Dry);2026-04-10;Chemaid;PLZ CORP;1,296.51;T129576;;;"1-252-603020301; 1-252-603020501";2026-04-18
447;556672272;4500015638;true;4500015638, 4500015317;In Transit;Picked Up;2026-06-12;LTL;LTL (Dry);2026-06-12;KDC One;Fosdick (CT);776.25;T1934631;;;9050091702;
448;550589976;;;4500015148;Delivered;Delivered;2026-04-21;LTL;LTL (Dry);2026-04-21;KDC Chemaid;Fosdick Fulfillment;587.08;T2197553;;;9050096402;2026-04-28
449;551080190;;;4500016801;Ordered;Assigned;2026-04-24;LTL;LTL (Dry);;RJW - Joliet;Legacy IN;;;;;;
450;541868658;;;4500015383;Delivered;Delivered;2026-01-23;Truckload;Truckload (Dry);2026-01-23;PCA Reading;Legacy (IN);1,835.49;T4332253;;;61200004001;2026-01-28
451;542485718;;;4500015733;Delivered;Delivered;2026-02-05;Truckload;Truckload (Dry);2026-02-05;Legacy (IN);RJW - Joliet;1,014.94;T6323026;;;"9050069201; 9200000201; 9050068901; 9050091802; 9050124901";2026-02-06
452;555919869;;;4500016077, 4500016749;Delivered;Delivered;2026-06-04;LTL;LTL (Dry);2026-06-04;MANE USA;Orlandi Inc.;222.64;T2359780;;;;2026-06-08
453;550874609;;;4500016238;Delivered;Delivered;2026-04-21;LTL;LTL (Dry);2026-04-21;PCA Landisville;Legacy;1,595.66;T4446427;;;6360040901;2026-04-23
454;546008856;;;4500014331;Delivered;Delivered;2026-03-10;LTL;LTL (Dry);2026-03-10;Beauty Manufacturing Solutions Corp;Fosdick (CT);1,352.02;T4446427;10001628207-0589;;9050092302;2026-03-16
455;556851907;;;4500015312;Delivered;Delivered;2026-06-15;Truckload;Truckload (Dry);2026-06-15;KDC One;Legacy IN;1,256.16;T5194942;;;9050092702;
456;551160516;;;4500016802;Delivered;Delivered;2026-04-22;LTL;LTL (Dry);2026-04-22;Fosdick Outbound;Legacy (IN);973.62;T2197553;;;6360027101;2026-04-27
457;549378441;;;4500016522;Delivered;Delivered;2026-04-07;Truckload;Truckload (Dry);2026-04-07;Fosdick Outbound;Fosdick Fulfillment;5,572.05;T6242692;;;"9050033101; 9050013404; 9050030701; 9050034001; 6120007301";2026-04-15
458;549744857;;;4500015570, 16015, 15568, 15917, 15596;Delivered;Delivered;2026-04-10;Truckload;Truckload (Dry);2026-04-10;FM Howell;RJW - Joliet;1,570.14;T6240725;;;9050068701;2026-04-11
459;549253327;;;4500016628;Delivered;Delivered;2026-04-08;Truckload;Truckload (Dry);2026-04-08;Legacy (IN);Westrock IL;1,221.35;T1987218;;;9050013404;2026-04-08
460;548824476;;;2784046766;Delivered;Delivered;2026-04-02;LTL;LTL (Dry);2026-04-01;Menasha Packaging Company;Sams Club;372.22;T129576;;P151138;9150206110;2026-04-29
461;542274240;;;70379;Delivered;Delivered;2026-01-28;LTL;LTL (Dry);2026-01-28;Scarbrough Warehousing;220 Laboratories c/o Absolute Amenities;245.57;T2295160;;;6100002801;2026-01-30
462;545900264;;;4500014324;Delivered;Delivered;2026-03-04;LTL;LTL (Dry);2026-03-04;KDC One;RJW17;440.32;T4384804;;;9050091602;2026-03-09
463;538709842;;;4500015324;Delivered;Delivered;2025-12-22;Truckload;Truckload (Dry);2025-12-22;Menasha Packaging Company;RJW - Joliet;2,067.23;T5160094;;;"9050089903; 9050089901";2025-12-31
464;543980160;;;4500015199;Delivered;Delivered;2026-02-13;LTL;LTL (Dry);2026-02-13;Orlandi Inc.;Legacy IN;315.05;T2359780;;;9050115901;2026-02-18
465;541010740;;;4500015191;Delivered;Delivered;2026-01-16;LTL;LTL (Dry);2026-01-16;General Fibre Products;Orlandi Inc.;311.85;T4446427;;;;2026-01-21
466;551024570;;;4500015464;Delivered;Delivered;2026-04-24;LTL;LTL (Dry);2026-04-24;KDC Chemaid;Fosdick;195.37;T2197553;;;9050101002;2026-04-27
467;544667956;;;4500014325;Delivered;Delivered;2026-02-20;LTL;LTL (Dry);2026-02-20;KDC One;RJW - Joliet;454.18;T4384804;;;9050091702;2026-02-25
468;540120394;;;4500012726;Delivered;Delivered;2026-01-09;LTL;LTL (Dry);2026-01-09;KDC One;RJW - Joliet;375.27;T8154;;;9050091702;2026-01-12
469;539702057;;;4500014916;Delivered;Delivered;2026-01-02;Truckload;Truckload (Dry);2026-01-02;FM Howell;RJW - Joliet;1,981.28;T6028434;;;;2026-01-05
470;551884682;;;4500017045;Delivered;Delivered;2026-05-01;LTL;LTL (Dry);2026-05-01;RJW - Joliet;Fosdick Inbound;2,005.30;T2197553;;;;2026-05-06
471;556005178;4500016722;true;4500016722;Carrier Booked;Checked In;2026-06-11;LTL;LTL (Dry);;Acorn;Fosdick CT;347.41;T2197553;;;6360043301;
472;538377211;;;4500013339;Delivered;Delivered;2025-12-23;Truckload;Truckload (Dry);2025-12-23;PLZ MISSISSAUGA PERSONAL CARE;RJW - Joliet;1,794.79;T5258042;;;;2025-12-29
473;549840265;;;4500016663;Delivered;Delivered;2026-04-09;Truckload;Truckload (Dry);2026-04-09;Legacy (IN);Menasha (NJ);1,095.00;T6105070;;;9050013402;2026-04-10
474;544544288;;;4500015892-1;Delivered;Delivered;2026-02-20;Truckload;Truckload (Dry);2026-02-20;RJW - Joliet;Menasha (NJ);4,421.98;T5160094;;;;2026-02-25
475;543610518;;;4500014827, 4500015488;Delivered;Delivered;2026-02-10;LTL;LTL (Dry);2026-02-10;Westfall-Technik;Fosdick Inbound;919.08;T4446427;;;6110004701;2026-02-17
476;540994157;;;4500014829;Delivered;Delivered;2026-01-14;LTL;LTL (Dry);2026-01-14;Westfall-Technik;Fosdick;209.92;T4446427;;;;2026-01-16
477;541914519;;;4500013864,4500013865,4500013866;Delivered;Delivered;2026-01-26;Truckload;Truckload (Dry);2026-01-26;KDC-Knowlton;RJW - Joliet;3,440.60;T6180312;;;"9050092902; 9050093002; 9050093102";2026-02-04
478;553475972;;;4500017137;Delivered;Delivered;2026-05-13;LTL;LTL (Dry);2026-05-13;Fosdick Outbound;Legacy (IN);976.73;T2197553;;;9050091901;2026-05-19
479;546515355;;;4500014835;Delivered;Delivered;2026-03-12;LTL;LTL (Dry);2026-03-12;KDC One;Legacy IN;485.62;T4384804;;;9050089602;2026-03-18
480;547651523;;;4500015348;Delivered;Delivered;2026-03-20;LTL;LTL (Dry);2026-03-20;Westfall-Technik;Legacy (IN);219.40;T2295160;;;;2026-03-23
481;551893195;;;4500016698, 4500016689;Delivered;Delivered;2026-04-30;LTL;LTL (Dry);2026-04-30;Westfall-Technik;Legacy IN;475.84;T8154;;;;2026-05-04
482;543845410;;;4500015245, 4500015494, 4500015306, 4500015247;Delivered;Delivered;2026-02-19;Truckload;Truckload (Dry);2026-02-19;FM Howell;RJW - Joliet;1,914.59;T6177902;;;9050068701;2026-02-20
483;544434900;4500015538;true;4500015538;Delivered;Delivered;2026-02-17;LTL;LTL (Dry);2026-02-17;Acorn;Fosdick CT;558.28;T2197553;;;6360043401;2026-02-25
484;553136908;;;4500013295;Delivered;Delivered;2026-05-13;Intermodal;Intermodal (Dry);2026-05-13;Beauty Manufacturing Solutions Corp;RJW - Joliet;;T5613;;;9050092202;
485;541883980;;;4500015257;Delivered;Delivered;2026-01-22;LTL;LTL (Dry);2026-01-22;Acorn;Fosdick (CT);448.44;T2197553;;;;2026-01-28
486;543288882;;;4500015831;Delivered;Delivered;2026-02-09;LTL;LTL (Dry);2026-02-09;RJW - Joliet;Fosdick;925.39;T8154;;;;2026-02-11
487;551996224;;;4500016569 & 4500016279;Delivered;Delivered;2026-05-04;LTL;LTL (Dry);2026-05-04;Acorn;RJW - Joliet;1,674.62;T4446427;;;6270001201;2026-05-11
488;548226627;;;4500014849;Delivered;Delivered;2026-03-30;LTL;LTL (Dry);2026-03-30;KDC Chemaid;Legacy IN;614.04;T2197553;;;9050011001;2026-04-03
489;549972680;;;4500015087;Delivered;Delivered;2026-04-13;Truckload;Truckload (Dry);2026-04-13;PLZ MISSISSAUGA PERSONAL CARE;Legacy IN;2,265.84;T5367156;;;;2026-04-16
490;545712225;;;4500015518;Delivered;Delivered;2026-03-02;LTL;LTL (Dry);2026-03-02;Fosdick Outbound;RJW - Joliet;1,170.05;T4446427;;;"9050097001; 9050101601; 9050101401; 9050089401";2026-03-05
491;545053750;;;4500011963;Delivered;Delivered;2026-02-25;Truckload;Truckload (Dry);2026-02-25;KDC One;RJW - Joliet;1,239.56;T5243950;;;9050092502;2026-02-26
492;540939295;;;4500015517;Delivered;Delivered;2026-01-19;Truckload;Truckload (Dry);2026-01-19;RJW - Joliet;Legacy IN;1,261.40;T164811;;;;2026-01-20
493;542859641;;;4500014087, 4500014091;Delivered;Delivered;2026-02-05;LTL;LTL (Dry);2026-02-05;KDC One;Fosdick Fulfillment;958.67;T2197553;;;"9050089502; 9050091602";2026-02-11
494;548437891;;;114562926;Delivered;Delivered;2026-03-27;LTL;LTL (Dry);2026-03-31;ABF Terminal c/o CH ROBINSON;RJW - Joliet;578.49;T1359245;;;;2026-04-08
495;547501771;;;4500014664;Delivered;Delivered;2026-03-19;Truckload;Truckload (Dry);2026-03-19;Beauty Manufacturing Solutions Corp;RJW - Joliet;2,181.42;T6254300;;381217462860;9050112901;2026-03-21
496;546613901;;;4500014331;Delivered;Delivered;2026-03-12;Intermodal;Intermodal (Dry);2026-03-12;Beauty Manufacturing Solutions Corp;Legacy (IN);2,675.14;T5613;;;9050092302;2026-04-15
497;545395139;;;4500016000;Delivered;Delivered;2026-02-27;Truckload;Truckload (Dry);2026-02-27;Harry's, INC. C/O Fosdick Fulfillment;Legacy IN;6,657.14;T6264611;;;"9050093101; 9050091901; 9050019401; 9050093001; 9050092901; 9050092001";2026-03-03
498;553137726;;;4500017165;Delivered;Delivered;2026-05-12;Truckload;Truckload (Dry);2026-05-12;Menasha Packaging Company;RJW - Joliet;1,880.84;T3750911;;;"9050089901; 9050089902";2026-05-23
499;553651039;;;4500014943;Delivered;Delivered;2026-05-19;Truckload;Truckload (Dry);2026-05-19;KDC One;RJW - Joliet;1,590.89;T6144700;;;9050091802;2026-05-20
500;551024270;;;4500015464;Delivered;Delivered;2026-04-24;LTL;LTL (Dry);2026-04-24;KDC Chemaid;Fosdick Fulfillment;353.94;T2197553;;;9050101002;2026-05-01
501;545753929;;;4500014324;Delivered;Delivered;2026-03-04;Truckload;Truckload (Dry);2026-03-04;KDC One;RJW - Joliet;1,196.89;T2808777;;;9050091602;2026-03-05
502;541555028;;;4500015575;Delivered;Delivered;2026-01-21;Truckload;Truckload (Dry);2026-01-21;Menasha Packaging Company;RJW - Joliet;1,890.87;T3067016;;27965975;9050121901;2026-01-23
503;553655363;;;4500015382;Delivered;Delivered;2026-05-19;Truckload;Truckload (Dry);2026-05-19;PLZ MISSISSAUGA PERSONAL CARE;RJW - Joliet;1,991.48;T5268713;;;;2026-05-20
504;555262533;;;4500015244-4500015241;Delivered;Delivered;2026-05-29;LTL;LTL (Dry);2026-05-29;KDC-Knowlton;Fosdick;720.16;T2295160;;;"9050093302; 9050093102";2026-06-04
505;548825405;;;9138857214;Delivered;Delivered;2026-04-01;LTL;LTL (Dry);2026-04-01;Menasha Packaging Company;SAMS DC 8235;1,760.26;T129576;;;9150206110;2026-04-06
506;551740918;;;4500016904;Delivered;Delivered;2026-04-28;Truckload;Truckload (Dry);2026-04-28;Menasha Packaging Company;RJW - Joliet;1,946.40;T5332808;;;"9050099402; 9050125612; 9050110202; 9050099306; 9050099401";2026-05-04
507;548225712;4500015514;true;4500015514;Delivered;Delivered;2026-03-30;LTL;LTL (Dry);2026-03-30;KDC Chemaid;Fosdick Fulfillment;1,745.55;T2197553;;;9050130901;2026-04-03
508;542165287;;;4500015643;Delivered;Delivered;2026-01-27;Truckload;Truckload (Dry);2026-01-27;Menasha Packaging Company;RJW - Joliet;2,255.20;T6052791;;;"9050099401; 9050099402; 9050099304";2026-02-03
509;538286641;;;4500012724;Delivered;Delivered;2025-12-18;LTL;LTL (Dry);2025-12-18;KDC One;Fosdick Fulfillment;520.69;T2197553;;;9050091902;2025-12-26
510;553617659;;;4500017191;Delivered;Delivered;2026-05-18;Truckload;Truckload (Dry);2026-05-18;RJW - Joliet;Legacy IN;1,617.79;T6246089;;;;2026-05-19
511;542933350;;;4500014087;Delivered;Delivered;2026-02-04;Truckload;Truckload (Dry);2026-02-04;KDC One;RJW - Joliet;1,210.21;T6227844;;;9050091602;2026-02-05
512;550952576;;;4500015148;Delivered;Delivered;2026-04-21;Truckload;Truckload (Dry);2026-04-21;KDC Chemaid;RJW - Joliet;1,795.12;T5195876;;;"9050096402; 9050101002";2026-04-23
513;553177094;;;4500017175;Delivered;Delivered;2026-05-12;Truckload;Truckload (Dry);2026-05-12;Menasha Packaging Company;RJW - Joliet;2,611.41;T4429951;;;"9050125612; 9050088706; 9050099306";2026-05-14
514;555787918;;;4500017509;Delivered;Delivered;2026-06-05;Truckload;Truckload (Dry);2026-06-05;Legacy (IN);RJW - Joliet;1,610.69;T6323026;;;"9050089301; 9050033201";
515;555791187;;;4500015344;Delivered;Delivered;2026-06-03;Truckload;Truckload (Dry);2026-06-03;CG Labs;Fosdick;1,051.09;T2964781;;;9050089701;2026-06-04
516;553037336;;;4500017136;Delivered;Delivered;2026-05-08;LTL;LTL (Dry);2026-05-11;Fosdick Outbound;Fosdick Fulfillment;281.55;T2197553;;;6120007201;2026-05-19
517;546610335;;;546262826;Ordered;Assigned;2026-03-10;LTL;LTL (Dry);;CHR Consol Center - Chicago - NPF;RJW - Joliet;;;;;;
518;538291698;;;4500014595;Delivered;Delivered;2025-12-19;Truckload;Truckload (Dry);2025-12-19;FM Howell;RJW - Joliet;1,614.70;T4767179;;;;2025-12-20
519;555265649;;;4500015241;Delivered;Delivered;2026-05-29;LTL;LTL (Dry);2026-05-29;KDC-Knowlton;Fosdick Fulfillment;933.44;T2295160;;;9050093302;2026-06-05
520;554494693;;;4500016288;In Transit;Unloading;2026-05-29;Truckload;Truckload (Dry);2026-05-29;FM Howell;RJW - Joliet;2,680.54;T4429951;;;;2026-05-30
521;551066963;;;4500016089 / 4500016090;Delivered;Delivered;2026-04-21;LTL;LTL (Dry);2026-04-22;Twincraft;Fosdick CT;1,081.95;T4446427;;;"9050107202; 9050107402";2026-04-24
522;553650138;;;4500014943;Delivered;Delivered;2026-05-19;LTL;LTL (Dry);2026-05-19;KDC One;Fosdick (CT);1,066.26;T2359780;;;9050091802;2026-05-27
523;548527307;;;4500014837;Delivered;Delivered;2026-04-01;Truckload;Truckload (Dry);2026-04-01;KDC One;RJW - Joliet;1,547.54;T5384506;;;9050091702;2026-04-02
524;550648639;;;0325NV_G+FDonation;Delivered;Delivered;2026-04-21;LTL;LTL (Dry);2026-04-21;Fosdick Fulfillment;The River Fund c/o: Good+Foundation;689.82;T2197553;;;;2026-04-29
525;547477697;4500016425;true;4500016425;Delivered;Delivered;2026-03-19;Truckload;Truckload (Dry);2026-03-19;Menasha Packaging Company;RJW - Joliet;1,632.65;T5195876;;;"9050125612; 9050082601; 9050089903";2026-03-24
526;538290549;;;4500013444, 4500012724;Delivered;Delivered;2025-12-18;Truckload;Truckload (Dry);2025-12-18;KDC One;Fosdick Inbound;2,939.49;T6098567;;;9050091902;2025-12-19
527;548527085;;;4500014327, 4500014939;Delivered;Delivered;2026-03-30;Truckload;Truckload (Dry);2026-03-30;KDC One;RJW - Joliet;1,547.54;T6017444;;;"9050098901; 9050091702";2026-03-31
528;545563418;;;4500013996;Delivered;Delivered;2026-03-05;LTL;LTL (Dry);2026-03-05;KDC Chemaid;Legacy;682.76;T4446427;;08702574;9050096801;2026-03-10
529;546424477;;;4500014468;Delivered;Delivered;2026-03-10;Truckload;Truckload (Dry);2026-03-10;KDC Chemaid;Menasha (NJ);703.38;T6095795;;;9050033801;2026-03-10
530;550454150;;;4500015916;Delivered;Delivered;2026-04-17;Truckload;Truckload (Dry);2026-04-17;FM Howell;RJW - Joliet;1,533.31;T6104372;;;;2026-04-18
531;549014726;;;4500014664;Delivered;Delivered;2026-04-02;LTL;LTL (Dry);2026-04-02;Beauty Manufacturing Solutions Corp;RJW - Joliet;433.02;T4246;;;9050112901;2026-04-10
532;540445109;;;4500015483;Delivered;Delivered;2026-01-12;Truckload;Truckload (Dry);2026-01-12;Menasha Packaging Company;RJW - Joliet;1,987.60;T285583;;;"9050099402; 9050089902";2026-01-14
533;544857568;;;4500014797;Delivered;Delivered;2026-02-25;Truckload;Truckload (Dry);2026-02-25;CG LABS;Legacy IN;2,393.06;T6314957;;;;2026-02-27
534;540436005;;;4500014801;Delivered;Delivered;2026-01-09;LTL;LTL (Dry);2026-01-09;Groupe Produlith Inc;Charles & Green & Son, Inc.;506.52;T2295160;;;6180031201;2026-01-26
535;554496748;;;4500017340;Delivered;Delivered;2026-05-23;Truckload;Truckload (Dry);2026-05-23;Menasha Packaging Company;RJW - Joliet;2,190.78;T6022188;;;"9050088702; 9050121901; 9050089903; 9050099304";2026-05-27
536;541480520;;;4500014659,4500014661;Delivered;Delivered;2026-01-21;Truckload;Truckload (Dry);2026-01-21;CHARLES GREEN;FOSDICK (CT);957.55;T2964781;;;;2026-01-21
537;553509530;;;4500017211;Delivered;Delivered;2026-05-14;Truckload;Truckload (Dry);2026-05-14;Menasha Packaging Company;RJW - Joliet;2,479.28;T6310532;;;"9050088706; 9050125612; 9050089903";2026-05-16
538;544066952;;;4500015871;Delivered;Delivered;2026-02-16;LTL;LTL (Dry);2026-02-16;Legacy (IN);Fosdick;576.16;T2197553;;;"6360027101; 9050096601";2026-02-18
539;544723639;;;4500016011;Delivered;Delivered;2026-02-24;Truckload;Truckload (Dry);2026-02-24;Menasha Packaging Company;RJW - Joliet;2,351.14;T4429951;;;9050089902;2026-02-25
540;545018910;;;4500015259;Delivered;Delivered;2026-02-25;Truckload;Truckload (Dry);2026-02-25;PLZ MISSISSAUGA PERSONAL CARE;Legacy IN;1,927.52;T5354391;;;;2026-02-26
541;555346991;;;455016544, 4500017332, 4500017332;Carrier Booked;Checked In;2026-06-01;LTL;LTL (Dry);;Westfall-Technik;Legacy (IN);227.17;T2295160;;;;
542;546117894;;;4500016201;Delivered;Delivered;2026-03-09;Truckload;Truckload (Dry);2026-03-09;RJW - Joliet;Legacy;1,362.18;T4150604;;;;2026-03-10
543;540743751;;;12082025-1;Delivered;Delivered;2026-01-13;Truckload;Truckload (Dry);2026-01-13;Concept Matrix Solutions;Fosdick (CT);2,725.00;T5308066;;;;2026-01-16
544;547425776;;;4500014523,4500014557;Delivered;Delivered;2026-03-19;Truckload;Truckload (Dry);2026-03-19;KDC-Knowlton;RJW - Joliet;4,268.55;T6053954;;R&O;"9050093002; 9050093102";2026-03-25
545;546165102;;;4500014817;Delivered;Delivered;2026-03-06;LTL;LTL (Dry);2026-03-06;CG LABS;Fosdick Fulfillment;872.48;T2197553;;;;2026-03-13
546;547590135;;;4500014954;Delivered;Delivered;2026-03-23;Truckload;Truckload (Dry);2026-03-23;KDC Chemaid;RJW - Joliet;1,694.76;T4429951;;;9050087301;2026-03-24
547;545106568;;;4500016137;Delivered;Delivered;2026-02-25;Truckload;Truckload (Dry);2026-02-25;Tessy Plastics;RJW - Joliet;2,521.99;T6142948;;;HPRB0232;2026-02-26
548;545774893;;;4500014835;Delivered;Delivered;2026-03-03;Truckload;Truckload (Dry);2026-03-03;KDC One;Legacy IN;793.93;T5194942;;;9050089602;2026-03-03
549;548677159;;;5238219670;Delivered;Delivered;2026-03-31;LTL;LTL (Dry);2026-03-31;Menasha Packaging Company;SAMS CLUB;263.34;T2295160;;;990510473;2026-04-14
550;545394068;;;4500015246, 4500015306, 4500015571;Delivered;Delivered;2026-03-03;Truckload;Truckload (Dry);2026-03-03;FM Howell;RJW - Joliet;1,707.78;T4429951;;;9050068701;2026-03-04
551;556295771;;;4500016243;Delivered;Delivered;2026-06-08;Truckload;Truckload (Dry);2026-06-08;PLZ MISSISSAUGA PERSONAL CARE;Legacy IN;1,752.91;T5268713;;;;2026-06-10
552;545726579;;;4500014797;Delivered;Delivered;2026-03-04;LTL;LTL (Dry);2026-03-04;CG Labs;Fosdick;303.63;T2197553;;;;2026-03-05
553;546796666;;;4500013997;Delivered;Delivered;2026-03-16;LTL;LTL (Dry);2026-03-16;KDC Chemaid;Fosdick Fulfillment;367.39;T2197553;;;9050096601;2026-03-23
554;538550251;;;4500015214;Delivered;Delivered;2025-12-23;Truckload;Truckload (Dry);2025-12-23;Legacy (IN);RJW - Joliet;959.20;T6191598;;;"9050089502; 9050096401; 9050044301";2025-12-24
555;538863609;;;4500013438, 4500013436;Delivered;Delivered;2025-12-29;Truckload;Truckload (Dry);2025-12-29;KDC One;RJW - Joliet;1,206.64;T6027220;;;9050091602;2025-12-30
556;546605295;;;261084;Delivered;Delivered;2026-03-11;Truckload;Truckload (Dry);2026-03-11;MANE USA;KDC/ONE MAIN RECEIVING;1,025.00;T6105070;;;;2026-03-12
557;545017935;;;4500015259;Delivered;Delivered;2026-02-25;Truckload;Truckload (Dry);2026-02-25;PLZ MISSISSAUGA PERSONAL CARE;Legacy IN;1,927.52;T5354391;;;;2026-02-26
558;546796585;;;4500013997,4500013997 -B;Delivered;Delivered;2026-03-16;LTL;LTL (Dry);2026-03-16;KDC Chemaid;Fosdick;376.47;T2197553;;;9050096601;2026-03-17
559;543351623;;;4500015836;Delivered;Delivered;2026-02-09;Truckload;Truckload (Dry);2026-02-09;Menasha Packaging Company;RJW - Joliet;2,428.35;T4429951;;;;2026-02-11
560;541602203;;;4500013430;Delivered;Delivered;2026-01-29;LTL;LTL (Dry);2026-01-29;KDC-Knowlton;Fosdick (CT);299.08;T2295160;;;9050093202;2026-03-04
561;545690042;;;4500014324;Delivered;Delivered;2026-03-04;Truckload;Truckload (Dry);2026-03-04;KDC One;RJW - Joliet;1,196.89;T1481819;;;9050091602;2026-03-05
562;540318671;;;4500014091;Delivered;Delivered;2026-01-09;LTL;LTL (Dry);2026-01-09;KDC One;Fosdick (CT);681.48;T1934631;;;9050089502;2026-01-13
563;552768981;;;4500017042;Delivered;Delivered;2026-05-07;Truckload;Truckload (Dry);2026-05-07;Fosdick Outbound;Fosdick Fulfillment;5,985.47;T6272556;;;"6120007101; 9050013404; 9050034001; 6120007201; 9050092202; 9050098701";2026-05-11
564;545564720;;;test123;Carrier Booked;Checked In;2026-02-27;LTL;LTL (Dry);;KDC Chemaid;RJW - Joliet;;T4384804;;;;
565;550470663;;;4500016483;Delivered;Delivered;2026-04-16;Truckload;Truckload (Dry);2026-04-16;International Paper;Fosdick Outbound;1,402.57;T6154516;;;6120007101;2026-04-17
566;545131598;;;4500016141;Delivered;Delivered;2026-02-26;LTL;LTL (Dry);2026-02-26;Legacy (IN);Fosdick Inbound;751.04;T8154;;;"9050076703; 9050107201; 9050074101";2026-03-02
567;541993175;;;55598620;Delivered;Delivered;2026-01-22;LTL;LTL (Dry);2026-01-27;menasha;Legacy IN;208.42;T4446427;;;;2026-02-05
568;548065108;;;4500016512;Delivered;Delivered;2026-03-24;Truckload;Truckload (Dry);2026-03-24;Tessy Plastics;FM Howell;1,383.81;T5263939;;;HPRB0232;2026-03-25
569;545053939;;;4500014324;Delivered;Delivered;2026-02-25;Truckload;Truckload (Dry);2026-02-25;KDC One;RJW - Joliet;1,239.56;T5247278;;;9050091602;2026-02-26
570;539022012;;;4500014596/14915/14599/14597/14582;Delivered;Delivered;2025-12-29;Truckload;Truckload (Dry);2025-12-29;FM Howell;RJW - Joliet;2,278.54;T6172338;;;9050068701;2025-12-30
571;547191510;;;4500015785, 4500016164;Delivered;Delivered;2026-03-18;LTL;LTL (Dry);2026-03-18;Westfall-Technik;Fosdick (CT);657.71;T2359780;;;;2026-03-24
572;542410255;;;4500014935;Delivered;Delivered;2026-01-30;Truckload;Truckload (Dry);2026-01-30;Tessy Plastics;Menasha (NJ);1,668.46;T6029012;;;9050013404;2026-02-02
573;541733327;;;4500014326, 4500014090;Delivered;Delivered;2026-01-23;Truckload;Truckload (Dry);2026-01-23;KDC One;RJW - Joliet;1,064.19;T6000552;;;9050089602;2026-01-26
574;539268664;;;4500015347;Delivered;Delivered;2025-12-29;Truckload;Truckload (Dry);2025-12-29;RJW - Joliet;Legacy IN;1,378.87;T5365677;;;;2025-12-30
575;548433131;;;4500015757, 4500015354;Delivered;Delivered;2026-03-30;LTL;LTL (Dry);2026-03-30;Westfall-Technik;Menasha (NJ);329.29;T4446427;;;9200002301;2026-04-06
576;553113745;;;4500015179;Delivered;Delivered;2026-05-20;LTL;LTL (Dry);2026-05-20;KDC Chemaid;Fosdick Fulfillment;683.06;T4446427;;;9050137401;2026-05-28
577;556840010;4500015638;true;4500015638;In Transit;Picked Up;2026-06-15;Truckload;Truckload (Dry);2026-06-15;KDC One;RJW - Joliet;1,580.83;T4851938;;;9050091702;
578;545098342;;;4500014426,4500014428,4500014284;Delivered;Delivered;2026-02-25;Truckload;Truckload (Dry);2026-02-25;KDC-Knowlton;RJW - Joliet;4,498.30;T6180312;;;"9050092902; 9050093102; 9050093202";2026-03-03
579;557136408;4500016162;true;4500016162, 16540, 16159;In Transit;Picked Up;2026-06-15;Truckload;Truckload (Dry);2026-06-15;Westfall-Technik;Twin Health, Inc;3,515.52;T6183998;;;;
580;538861821;;;99--22457078;Delivered;Delivered;2025-12-22;LTL;LTL (Dry);2025-12-22;Fosdick Outbound;Harry's;356.30;T2359780;;;;2026-01-05
581;550750295;;;4500016704;Delivered;Delivered;2026-04-17;LTL;LTL (Dry);2026-04-17;Fosdick Inbound;Legacy (IN);773.30;T4446427;;;"9050098401; 9050028901";2026-04-22
582;549015679;;;4500014917;Delivered;Delivered;2026-04-01;Truckload;Truckload (Dry);2026-04-01;CG Labs;Legacy IN;1,754.22;T5291608;;;9050109701;2026-04-29
